ctag	en	en_female
ASSISTANTCOMMENT_DEFENCEDOMINATED3	Our defence stood strong.	Our defence stood strong.
ASSISTANTCOMMENT_DEFENCELACKING1	Our defence was lacking.	Our defence was lacking.
ASSISTANTCOMMENT_DEFENCELACKING2	We couldn't cope with their attack.	We couldn't cope with their attack.
ASSISTANTCOMMENT_DEFENCELACKING3	The opposition forwards bullied our defence.	The opposition forwards bullied our defence.
ASSISTANTCOMMENT_DIVER_YELLOW1	$playername was stupid to get a yellow card for diving.	$playername was stupid to get a yellow card for diving.
ASSISTANTCOMMENT_DIVER_YELLOW2	The ref spotted $playername's dive and gave him a yellow.	The ref spotted $playername's dive and gave him a yellow.
ASSISTANTCOMMENT_DIVER_2NDYELLOW1	$playername was stupid to get a second yellow for diving.	$playername was stupid to get a second yellow for diving.
ASSISTANTCOMMENT_DIVER_2NDYELLOW2	$playername got himself sent off after picking up a second yellow for diving.	$playername got himself sent off after picking up a second yellow for diving.
ASSISTANTCOMMENT_DIVER_NOPEN1	$playername failed to con the ref with his play-acting.	$playername failed to con the ref with his play-acting.
ASSISTANTCOMMENT_DIVER_NOPEN2	$playername was lucky not to get booked for diving.	$playername was lucky not to get booked for diving.
ASSISTANTCOMMENT_DIVER_PEN1	$playername's play-acting won us a penalty.	$playername's play-acting won us a penalty.
ASSISTANTCOMMENT_DIVER_PEN2	A clever bit of simulation from $playername earned us a penalty.	A clever bit of simulation from $playername earned us a penalty.
ASSISTANTCOMMENT_FOXINTHEBOX1	$playername was a handful in the opposition area.	$playername was a handful in the opposition area.
ASSISTANTCOMMENT_FOXINTHEBOX2	$playername got into their penalty box well.	$playername got into their penalty box well.
ASSISTANTCOMMENT_FOXINTHEBOX3	$playername found space in the box.	$playername found space in the box.
ASSISTANTCOMMENT_FOXINTHEBOX4	$playername made some great runs into the box.	$playername made some great runs into the box.
ASSISTANTCOMMENT_GAMECHANGER1	$playername refused to give up despite going behind.	$playername refused to give up despite going behind.
ASSISTANTCOMMENT_GAMECHANGER2	$playername showed real determination to get back into the game after we went behind.	$playername showed real determination to get back into the game after we went behind.
ASSISTANTCOMMENT_GAMECHANGER3	When we went behind, $playername dug in.	When we went behind, $playername dug in.
ASSISTANTCOMMENT_INJURYHAPPINESS1	$playername picked up a silly injury. His mind wasn't focused on the game.	$playername picked up a silly injury. His mind wasn't focused on the game.
ASSISTANTCOMMENT_INJURYHAPPINESS2	$playername's injury could have been avoided. His mindset was all wrong.	$playername's injury could have been avoided. His mindset was all wrong.
ASSISTANTCOMMENT_INJURYHAPPINESS3	$playername only has himself to blame for his injury. He wasn't in the right frame of mind.	$playername only has himself to blame for his injury. He wasn't in the right frame of mind.
ASSISTANTCOMMENT_MIDFIELDDOMINATED1	We overpowered them in midfield.	We overpowered them in midfield.
ASSISTANTCOMMENT_MIDFIELDDOMINATED2	Our midfield controlled the game.	Our midfield controlled the game.
ASSISTANTCOMMENT_MIDFIELDDOMINATED3	We dominated in midfield.	We dominated in midfield.
ASSISTANTCOMMENT_MIDFIELDLACKING1	We struggled in midfield.	We struggled in midfield.
ASSISTANTCOMMENT_MIDFIELDLACKING2	The opposition controlled the midfield.	The opposition controlled the midfield.
ASSISTANTCOMMENT_MIDFIELDLACKING3	The opposition dominated in midfield.	The opposition dominated in midfield.
ASSISTANTCOMMENT_OUTOFPOSITION1	$playername was uncomfortable playing out of position.	$playername was uncomfortable playing out of position.
ASSISTANTCOMMENT_OUTOFPOSITION2	$playername playing out of his preferred position was an issue.	$playername playing out of his preferred position was an issue.
ASSISTANTCOMMENT_OUTOFPOSITION3	The opposition caused problems for $playername who played out of his preferred position.	The opposition caused problems for $playername who played out of his preferred position.
ASSISTANTCOMMENT_OUTOFPOSITION4	$playername was a square peg in a round hole.	$playername was a square peg in a round hole.
ASSISTANTCOMMENT_OUTOFPOSITION5	$playername didn't enjoy playing out of position.	$playername didn't enjoy playing out of position.
ASSISTANTCOMMENT_OUTOFPOSITION6	Playing players out of position will tire them out.	Playing players out of position will tire them out.
ASSISTANTCOMMENT_OUTOFPOSITION7	Players tire quicker when they are not in their position	Players tire quicker when they are not in their position
ASSISTANTCOMMENT_PLAYMAKER1	$playername made some good passes.	$playername made some good passes.
ASSISTANTCOMMENT_PLAYMAKER2	$playername showed his range of passing.	$playername showed his range of passing.
ASSISTANTCOMMENT_PLAYMAKER3	$playername's passing was sublime.	$playername's passing was sublime.
ASSISTANTCOMMENT_STATFOULS1	We showed a lack of discipline.	We showed a lack of discipline.
ASSISTANTCOMMENT_STATFOULS2	We racked up the fouls today.	We racked up the fouls today.
ASSISTANTCOMMENT_STATFOULS3	We were too aggressive.	We were too aggressive.
ASSISTANTCOMMENT_STATFOULS4	We gave away too many free kicks.	We gave away too many free kicks.
ASSISTANTCOMMENT_STATFOULS5	Our boys were too fired up.	Our boys were too fired up.
ASSISTANTCOMMENT_STATPOSSESSIONGOOD1	We dominated possession.	We dominated possession.
ASSISTANTCOMMENT_STATPOSSESSIONGOOD2	We kept the ball well.	We kept the ball well.
ASSISTANTCOMMENT_STATPOSSESSIONGOOD3	We looked assured in possession.	We looked assured in possession.
ASSISTANTCOMMENT_SUPERSUB1	$playername had an impact as a sub.	$playername had an impact as a sub.
ASSISTANTCOMMENT_SUPERSUB2	$playername made a real impact when he came on.	$playername made a real impact when he came on.
ASSISTANTCOMMENT_SUPERSUB3	$playername was useful from the bench.	$playername was useful from the bench.
ASSISTANTCOMMENT_TARGETMAN1	$playername held it up well at times.	$playername held it up well at times.
ASSISTANTCOMMENT_TARGETMAN2	$playername showed why he makes a good target man.	$playername showed why he makes a good target man.
ASSISTANTCOMMENT_TARGETMAN3	$playername led the line well.	$playername led the line well.
ASSISTANTCOMMENT_WIN1	It was a good result.	It was a good result.
ASSISTANTCOMMENT_WIN2	It was a solid performance.	It was a solid performance.
ASSISTANTCOMMENT_WIN3	A well earned win.	A well earned win.
ASSISTANTCOMMENT_WIN4	The lads performed well overall.	The lads performed well overall.
ASSISTANTCOMMENT_WIN5	A great result.	A great result.
ASSISTANTCOMMENT_WIN6	Our hard work is paying off.	Our hard work is paying off.
ASSISTANTCOMMENT_WIN7	The club are moving forwards.	The club are moving forwards.
ASSISTANTCOMMENT_WIN8	Let's enjoy this result then focus on the next game.	Let's enjoy this result then focus on the next game.
ASSISTANTCOMMENT_WINCUPFINAL1	What a result! A great achievement!	What a result! A great achievement!
ASSISTANTCOMMENT_WINCUPFINAL2	An incredible achievement from the whole squad!	An incredible achievement from the whole squad!
ASSISTANTCOMMENT_WINCUPFINAL3	Wow! What a day!	Wow! What a day!
ASSISTANTCOMMENT_WINCUPFIXTURE1	Great result. That will boost the team's morale.	Great result. That will boost the team's morale.
ASSISTANTCOMMENT_WINCUPFIXTURE2	On to the next round!	On to the next round!
ASSISTANTCOMMENT_WINCUPFIXTURE3	A confidence boosting result.	A confidence boosting result.
ASSISTANTCOMMENT_LOSS1	We need pick ourselves up and go again.	We need pick ourselves up and go again.
ASSISTANTCOMMENT_LOSS2	We need to re-double our efforts.	We need to re-double our efforts.
ASSISTANTCOMMENT_LOSS3	We deserved more out of this game.	We deserved more out of this game.
ASSISTANTCOMMENT_LOSS4	It was a step backwards today.	It was a step backwards today.
ASSISTANTCOMMENT_LOSS5	We were unfortunate today.	We were unfortunate today.
ASSISTANTCOMMENT_LOSS6	Not a great performance.	Not a great performance.
ASSISTANTCOMMENT_LOSS7	A disappointing result.	A disappointing result.
ASSISTANTCOMMENT_LOSS8	Let's put this result behind us and move on.	Let's put this result behind us and move on.
ASSISTANTCOMMENT_PLAYERAGING1	$playername is $age years old. His pace and strength will only decline.	$playername is $age years old. His pace and strength will only decline.
ASSISTANTCOMMENT_PLAYERAGING2	$playername's pace and strength will fade as he gets older.	$playername's pace and strength will fade as he gets older.
ASSISTANTCOMMENT_PLAYERAGING3	$playername is showing signs of age.	$playername is showing signs of age.
ASSISTANTCOMMENT_PLAYERAGING4	At $age years old $playername will need extra recovery time.	At $age years old $playername will need extra recovery time.
ASSISTANTCOMMENT_PLAYERAGING5	$playername is no spring chicken. Age is beginning to tell.	$playername is no spring chicken. Age is beginning to tell.
ASSISTANTCOMMENT_PLAYERPOTENTIAL1	$playername has a lot of potential.	$playername has a lot of potential.
ASSISTANTCOMMENT_PLAYERPOTENTIAL2	$playername could develop into a great player.	$playername could develop into a great player.
ASSISTANTCOMMENT_PLAYERPOTENTIAL3	We should help $playername fulfil his potential.	We should help $playername fulfil his potential.
ASSISTANTCOMMENT_PLAYERPOTENTIAL4	$playername has bags of potential.	$playername has bags of potential.
ASSISTANTCOMMENT_PLAYERPOTENTIAL5	With our help $playername can fulfil his potential.	With our help $playername can fulfil his potential.
ASSISTANTCOMMENT_LOSTLEAD1	We need to be more resilient when we're winning.	We need to be more resilient when we're winning.
ASSISTANTCOMMENT_LOSTLEAD2	We threw the game away in the second half.	We threw the game away in the second half.
ASSISTANTCOMMENT_LOSTLEAD3	The second half performance cost us.	The second half performance cost us.
ASSISTANTCOMMENT_LOSTLEAD4	We got it wrong in the second half.	We got it wrong in the second half.
ASSISTANTCOMMENT_LOSTLEAD5	We were in front at half time and blew it.	We were in front at half time and blew it.
ASSISTANTCOMMENT_LOSTLEAD6	We let the lead slip away in the second half.	We let the lead slip away in the second half.
ASSISTANTCOMMENT_LOSTLEAD7	That's hard to take after being in front at half-time.	That's hard to take after being in front at half-time.
ASSISTANTCOMMENT_LOSTLEADLATE1	The lads feel like they threw the game away.	The lads feel like they threw the game away.
ASSISTANTCOMMENT_LOSTLEADLATE2	We blew it in the last 15 mins!	We blew it in the last 15 mins!
ASSISTANTCOMMENT_LOSTLEADLATE3	We need to be resilient until the end of the game.	We need to be resilient until the end of the game.
ASSISTANTCOMMENT_LOSTLEADLATE4	We needed to protect the lead.	We needed to protect the lead.
ASSISTANTCOMMENT_LOSTLEADLATE5	The lads are gutted after being ahead so late in the game.	The lads are gutted after being ahead so late in the game.
ASSISTANTCOMMENT_LOSTLEADLATE6	We lost it right at the end.	We lost it right at the end.
ASSISTANTCOMMENT_LOSTLEADLATE7	We capitulated right at the end.	We capitulated right at the end.
ASSISTANTCOMMENT_COMEBACK1	We fought back brilliantly in the second half.	We fought back brilliantly in the second half.
ASSISTANTCOMMENT_COMEBACK2	That was a defiant come-back.	That was a defiant come-back.
ASSISTANTCOMMENT_COMEBACK3	The second half performance was incredible.	The second half performance was incredible.
ASSISTANTCOMMENT_COMEBACK4	What a turn-around in the second half!	What a turn-around in the second half!
ASSISTANTCOMMENT_COMEBACK5	The lads did well to come from behind.	The lads did well to come from behind.
ASSISTANTCOMMENT_COMEBACK6	The team showed real character in the second half.	The team showed real character in the second half.
ASSISTANTCOMMENT_COMEBACK7	That was a spirited second half come-back.	That was a spirited second half come-back.
ASSISTANTCOMMENT_COMEBACKLATE1	The team showed real strength to fight back.	The team showed real strength to fight back.
ASSISTANTCOMMENT_COMEBACKLATE2	The lads never gave up.	The lads never gave up.
ASSISTANTCOMMENT_COMEBACKLATE3	The lads kept fighting right to the end.	The lads kept fighting right to the end.
ASSISTANTCOMMENT_COMEBACKLATE4	The boys are buzzing after that late come-back.	The boys are buzzing after that late come-back.
ASSISTANTCOMMENT_COMEBACKLATE5	The team showed real character to fight back.	The team showed real character to fight back.
ASSISTANTCOMMENT_COMEBACKLATE6	What a come-back!	What a come-back!
ASSISTANTCOMMENT_COMEBACKLATE7	The team showed real belief to turn it around late on.	The team showed real belief to turn it around late on.
ASSISTANTCOMMENT_GOODRUN1	We need to keep this run going.	We need to keep this run going.
ASSISTANTCOMMENT_GOODRUN2	We're on a good run.	We're on a good run.
